,id,title,release_date,vote_average,vote_count,popularity
2014,12627,La Belle Noiseuse,1991-09-04,7.3,204,14.041
2015,10975,Operation Condor,1991-02-07,7.3,460,15.809
2016,250,In China They Eat Dogs,1999-09-10,7.3,222,7.539
2017,474395,Teen Titans Go! To the Movies,2018-07-27,7.3,1006,19.979
2018,545609,Extraction,2020-04-24,7.3,5001,126.305
2019,315635,Spider-Man: Homecoming,2017-07-05,7.3,20083,151.547
2020,27275,G.O.R.A.,2004-11-12,7.3,281,6.345
2021,6404,Nosferatu the Vampyre,1979-01-17,7.3,694,10.505
2022,1010819,The Little Guy,2022-08-10,7.3,218,29.369
2023,242643,Batman: Assault on Arkham,2014-08-12,7.3,1000,12.155
2024,21484,Possession,1981-05-27,7.3,851,20.271
2025,9571,Dazed and Confused,1993-09-24,7.3,1776,17.969
2026,1427,Perfume: The Story of a Murderer,2006-09-13,7.3,4071,37.46
2027,88,Dirty Dancing,1987-08-21,7.3,5522,33.628
2028,342737,20th Century Women,2016-12-28,7.3,1033,11.037
2029,201676,My Little Pony: Equestria Girls,2013-06-16,7.3,210,12.676
2030,11644,Blow Out,1981-07-24,7.3,1190,13.723
2031,2860,Claire's Knee,1970-12-11,7.3,211,8.733
2032,1923,Twin Peaks: Fire Walk with Me,1992-06-03,7.3,1672,16.993
2033,1429,25th Hour,2002-12-19,7.3,2098,13.215
2034,425,Ice Age,2002-03-10,7.3,12046,82.895
2035,11673,Cyrano de Bergerac,1990-03-28,7.3,656,10.38
2036,11230,Drunken Master,1978-10-05,7.3,801,16.951
2037,3063,Duck Soup,1933-11-12,7.3,667,9.738
2038,416477,The Big Sick,2017-03-30,7.3,2203,11.707
2039,269258,Head Full of Honey,2014-12-25,7.3,318,7.685
2040,132363,The Butler,2013-08-16,7.3,2692,11.577
2041,82695,Les Misérables,2012-12-18,7.3,4890,16.932
2042,26405,Wake in Fright,1971-07-21,7.3,233,6.766
2043,14073,Jodhaa Akbar,2008-02-13,7.3,213,9.824
2044,9539,Martyrs,2008-09-03,7.3,2328,24.99
2045,3109,The Quiet Man,1952-07-21,7.3,439,10.537
2046,470,21 Grams,2003-09-06,7.3,2792,13.502
2047,484862,Scooby-Doo! & Batman: The Brave and the Bold,2018-01-31,7.3,202,9.982
2048,75656,Now You See Me,2013-05-29,7.3,14485,45.478
2049,38528,Horse Fever,1976-10-29,7.3,323,5.211
2050,574093,Float,2019-11-12,7.3,230,6.555
2051,550231,The Secret: Dare to Dream,2020-04-16,7.3,503,19.863
2052,298582,Full Out,2015-09-11,7.3,317,8.477
2053,239877,The Mafia Kills Only in Summer,2013-11-28,7.3,1057,5.266
2054,6619,Death in Venice,1971-03-02,7.3,416,9.327
2055,4816,Ghost Dog: The Way of the Samurai,1999-06-02,7.3,1002,13.428
2056,58,Pirates of the Caribbean: Dead Man's Chest,2006-07-06,7.3,14554,82.324
2057,113082,Berserk: The Golden Age Arc I - The Egg of the King,2012-02-03,7.3,399,74.542
2058,14698,"Suddenly, Last Summer",1959-12-22,7.3,231,8.19
2059,570661,The Collini Case,2019-04-18,7.3,300,10.777
2060,14621,Lean On Me,1989-03-03,7.3,257,15.271
2061,381,To Catch a Thief,1955-08-03,7.3,1307,12.824
2062,535356,Elisa & Marcela,2019-05-24,7.3,345,9.731
2063,451751,American Satan,2017-10-13,7.3,222,10.757
2064,13446,Withnail & I,1987-06-19,7.3,466,7.735
2065,11206,Wait Until Dark,1967-10-26,7.3,444,9.143
2066,180,Minority Report,2002-06-20,7.3,7798,24.964
2067,318846,The Big Short,2015-12-11,7.3,8100,22.452
2068,57361,The Yellow Sea,2010-12-22,7.3,424,9.344
2069,39148,Dragon Ball: The Path to Power,1996-03-04,7.3,301,22.506
2070,15601,Scooby-Doo! and the Cyber Chase,2001-10-09,7.3,457,18.534
2071,259316,Fantastic Beasts and Where to Find Them,2016-11-16,7.3,17659,47.998
2072,169881,The Physician,2013-12-25,7.3,973,14.991
2073,420809,Maleficent: Mistress of Evil,2019-10-16,7.3,5547,53.241
2074,49051,The Hobbit: An Unexpected Journey,2012-11-26,7.3,17083,54.224
2075,407449,Lucky,2017-09-29,7.3,492,7.439
2076,381288,Split,2017-01-19,7.3,16029,73.2
2077,265712,Stand by Me Doraemon,2014-08-08,7.3,436,164.295
2078,20620,Seconds,1966-10-05,7.3,286,6.073
2079,965,The Magnificent Ambersons,1942-07-10,7.3,353,7.577
2080,483306,Dear Basketball,2017-04-23,7.3,221,4.489
2081,38142,5 Centimeters per Second,2007-03-03,7.3,1711,25.491
2082,15362,Mesrine: Public Enemy #1,2008-11-19,7.3,778,10.654
2083,2666,Dark City,1998-02-27,7.3,2422,19.11
2084,594,The Terminal,2004-06-17,7.3,7053,20.765
2085,497698,Black Widow,2021-07-07,7.3,8983,71.794
2086,15255,Undisputed II: Last Man Standing,2006-04-11,7.3,683,30.008
2087,10234,Funny Games,1997-09-11,7.3,1563,18.17
2088,536554,M3GAN,2022-12-28,7.3,2731,263.598
2089,433498,Papillon,2017-09-07,7.3,1708,16.698
2090,420814,Christopher Robin,2018-08-02,7.3,2478,17.834
2091,54138,Star Trek Into Darkness,2013-05-05,7.3,8444,27.106
2092,15392,Crossroads,1986-03-14,7.3,360,13.294
2093,571468,Freaks Out,2021-10-28,7.3,776,12.016
2094,504608,Rocketman,2019-05-17,7.3,4186,16.94
2095,44012,"Jeanne Dielman, 23, quai du Commerce, 1080 Bruxelles",1976-01-21,7.3,222,8.942
2096,801,"Good Morning, Vietnam",1987-12-23,7.3,2357,17.338
2097,587792,Palm Springs,2020-07-10,7.3,2548,17.418
2098,11943,Jeremiah Johnson,1972-09-10,7.3,508,27.591
2099,11426,From Here to Eternity,1953-08-28,7.3,539,12.54
2100,846433,The Enforcer,2022-09-22,7.3,311,116.29
2101,438146,Birds of Passage,2018-08-02,7.3,258,6.698
2102,191714,The Lunchbox,2013-09-20,7.3,609,9.234
2103,14551,Winchester '73,1950-07-12,7.3,296,8.361
2104,4543,Monty Python's The Meaning of Life,1983-03-31,7.3,1638,12.96
2105,1414,Lovers of the Arctic Circle,1998-09-04,7.3,215,11.519
2106,690,Pickpocket,1959-12-16,7.3,425,12.42
2107,134,"O Brother, Where Art Thou?",2000-08-30,7.3,3675,19.477
2108,637693,Spirit Untamed,2021-05-20,7.3,453,45.269
2109,483980,Z-O-M-B-I-E-S,2018-02-16,7.3,614,21.893
2110,293670,The Wailing,2016-05-12,7.3,1446,12.994
2111,40794,Loose Cannons,2010-02-12,7.3,725,6.235
2112,23550,His Secret Life,2001-03-16,7.3,480,8.465
2113,13183,Watchmen,2009-03-04,7.3,8287,33.263
2114,2977,Becoming Jane,2007-03-02,7.3,1065,10.332
2115,2756,The Abyss,1989-08-09,7.3,2512,22.03
2116,1791,The Piano Teacher,2001-09-05,7.3,933,14.21
2117,508763,A Dog's Way Home,2019-01-10,7.3,972,16.919
2118,385687,Fast X,2023-05-17,7.3,1093,4267.078
2119,304357,Woman in Gold,2015-03-20,7.3,1266,9.066
2120,11502,Knife in the Water,1962-03-09,7.3,373,12.137
2121,8996,Europa Europa,1990-11-14,7.3,204,8.836
2122,892,Delicatessen,1991-04-17,7.3,1242,11.036
2123,32574,Meet John Doe,1941-03-14,7.3,209,7.347
2124,11807,Jab We Met,2007-10-26,7.3,223,8.921
2125,10857,When the Wind Blows,1986-10-24,7.3,228,7.837
2126,2841,A Very Long Engagement,2004-10-26,7.3,1063,9.844
2127,255,Stolen Kisses,1968-09-04,7.3,360,9.661
2128,796185,The Three Musketeers: D'Artagnan,2023-04-05,7.3,365,30.278
2129,82690,Wreck-It Ralph,2012-11-01,7.3,11334,55.466
2130,42726,A Man and a Woman,1966-05-27,7.3,224,7.892
2131,38602,Little Lord Fauntleroy,1980-12-01,7.3,239,6.926
2132,11948,"Merry Christmas, Mr. Lawrence",1983-05-28,7.3,389,11.983
2133,9652,The Passenger,1975-02-28,7.3,426,6.49
2134,9589,Christiane F.,1981-04-02,7.3,1179,13.236
2135,396263,Gantz:O,2016-10-14,7.3,625,22.083
2136,376869,Neerja,2016-02-19,7.3,203,7.339
2137,112198,What's in a Name,2012-04-25,7.3,1496,7.448
2138,53565,Steamboat Willie,1928-11-18,7.3,433,8.233
2139,3080,Top Hat,1935-08-29,7.3,263,11.745
2140,2639,Deconstructing Harry,1997-12-12,7.3,832,11.245
2141,104,Run Lola Run,1998-03-03,7.3,1937,16.116
2142,323661,Mune: Guardian of the Moon,2015-02-05,7.3,491,21.17
2143,377,A Nightmare on Elm Street,1984-11-09,7.3,4470,24.99
2144,498248,Mia and the White Lion,2018-08-02,7.3,789,12.153
2145,866,Finding Neverland,2004-10-17,7.3,3311,15.147
2146,390497,Tunnel,2016-08-10,7.3,511,10.874
2147,284689,Testament of Youth,2014-10-14,7.3,704,7.576
2148,47735,Summer with Monika,1953-02-09,7.3,289,8.777
2149,30061,Justice League: Crisis on Two Earths,2010-02-23,7.3,616,18.571
2150,13008,An American Crime,2007-07-27,7.3,582,10.739
2151,4043,Law of Desire,1987-02-07,7.3,233,7.834
2152,987,The Front Page,1974-11-01,7.3,290,8.881
2153,324552,John Wick: Chapter 2,2017-02-08,7.3,11633,145.849
2154,79120,Weekend,2011-09-22,7.3,472,8.554
2155,77016,End of Watch,2012-09-20,7.3,2869,20.515
2156,47653,The Immigrant,1917-06-17,7.3,250,4.584
2157,41662,3 Women,1977-04-10,7.3,236,6.041
2158,19673,Sexmission,1984-05-13,7.3,243,11.318
2159,19120,Juliet of the Spirits,1965-10-22,7.3,265,9.282
2160,10669,Deliverance,1972-08-18,7.3,1366,16.169
2161,830784,"Lyle, Lyle, Crocodile",2022-10-07,7.3,423,115.803
2162,610120,Anima,2019-06-27,7.3,374,5.99
2163,837881,She Said,2022-11-17,7.3,309,20.272
2164,13479,A Charlie Brown Thanksgiving,1973-11-20,7.3,210,10.129
2165,11816,On Golden Pond,1981-12-01,7.3,396,8.065
2166,3131,Gangs of New York,2002-12-14,7.3,5947,17.396
2167,318121,The Fundamentals of Caring,2016-06-16,7.3,2020,10.691
2168,36940,The First Beautiful Thing,2010-01-15,7.3,486,7.635
2169,35838,Tristana,1970-03-29,7.3,215,8.216
2170,15384,Red Cliff II,2009-01-07,7.3,388,15.656
2171,4710,Masculin Féminin,1966-03-22,7.3,326,9.257
2172,407448,Detroit,2017-07-28,7.3,1494,29.565
2173,271674,Suite Française,2015-03-12,7.3,1038,12.274
2174,50848,The Names of Love,2010-11-24,7.3,265,6.305
2175,65229,Tomboy,2011-04-20,7.3,605,10.57
2176,15003,Chocolate,2008-02-06,7.3,421,10.85
2177,11868,Dracula,1958-05-22,7.3,498,13.029
2178,590,The Hours,2002-12-27,7.3,1477,12.365
2179,604605,Hello World,2019-09-20,7.3,286,22.085
2180,594328,Phineas and Ferb: The Movie: Candace Against the Universe,2020-08-28,7.3,327,32.979
2181,402693,100 Meters,2016-11-04,7.3,256,7.102
2182,18311,Days of Being Wild,1990-12-15,7.3,390,14.978
2183,7445,Brothers,2009-01-22,7.3,3042,54.508
2184,764,The Evil Dead,1981-09-10,7.3,3439,48.857
2185,24787,Scooby-Doo! Meets the Boo Brothers,1987-10-18,7.3,213,10.705
2186,16234,Batman Beyond: Return of the Joker,2000-12-12,7.3,995,17.003
2187,759,Gentlemen Prefer Blondes,1953-07-14,7.3,821,13.539
2188,409502,I'm Not Ashamed,2016-10-21,7.3,227,36.094
2189,167073,Brooklyn,2015-10-20,7.3,2878,14.897
2190,122917,The Hobbit: The Battle of the Five Armies,2014-12-10,7.3,13037,66.32
2191,34653,A Single Man,2009-10-19,7.3,1399,12.752
2192,16274,Holiday,1938-05-26,7.3,204,7.28
2193,13932,Jack-Jack Attack,2005-03-15,7.3,838,9.261
2194,18785,The Hangover,2009-06-02,7.3,15502,69.844
2195,10911,The Guns of Navarone,1961-04-27,7.3,671,12.884
2196,540158,High Strung Free Dance,2018-09-13,7.3,202,10.569
2197,10794,The Party,1968-04-04,7.3,648,12.445
2198,902,The City of Lost Children,1995-08-17,7.3,933,15.496
2199,497582,Enola Holmes,2020-09-23,7.3,5367,19.748
2200,486947,The Guilty,2018-06-14,7.3,1502,11.05
2201,21348,Kirikou and the Sorceress,1998-12-09,7.3,1001,11.967
2202,10647,Pay It Forward,2000-10-20,7.3,1595,12.601
2203,2640,Heathers,1989-03-31,7.3,1460,15.509
2204,2502,The Bourne Supremacy,2004-07-23,7.3,6796,26.49
2205,360365,Tini: The New Life of Violetta,2016-05-04,7.3,352,12.894
2206,11499,Frost/Nixon,2008-10-15,7.3,1029,6.722
2207,338766,Hell or High Water,2016-08-11,7.3,4045,16.225
2208,205587,The Judge,2014-10-08,7.3,3660,20.134
2209,14554,Bad Day at Black Rock,1955-01-13,7.3,307,7.347
2210,11963,Three Days of the Condor,1975-09-24,7.3,978,15.437
2211,6949,"What's Up, Doc?",1972-03-09,7.3,309,8.957
2212,425373,The Miracle Season,2018-04-13,7.3,272,10.882
2213,403450,At War for Love,2016-10-27,7.3,485,5.922
2214,306745,Freeheld,2015-10-02,7.3,593,11.138
2215,119450,Dawn of the Planet of the Apes,2014-06-26,7.3,10133,55.401
2216,64246,Colorful,2010-08-21,7.3,238,11.382
2217,7979,The Kite Runner,2007-12-14,7.3,1040,12.553
2218,4771,Gone Baby Gone,2007-06-06,7.3,3303,13.283
2219,779,Vampyr,1932-05-06,7.3,438,10.36
2220,614696,#Alive,2020-06-24,7.3,1520,27.713
2221,121642,Twice Born,2012-09-13,7.3,416,7.876
2222,10654,Hair,1979-03-14,7.3,570,9.895
2223,10312,Patch Adams,1998-12-25,7.3,2921,16.959
2224,508642,Gonjiam: Haunted Asylum,2018-03-28,7.3,513,22.41
2225,400617,Phantom Thread,2017-12-25,7.3,3139,14.275
2226,30497,The Texas Chain Saw Massacre,1974-10-01,7.3,2753,28.172
2227,199,Star Trek: First Contact,1996-11-22,7.3,1544,16.061
2228,408220,Justice League Dark,2017-01-24,7.3,949,15.228
2229,356296,Suburra,2015-10-14,7.3,1172,9.742
2230,197082,Venus in Fur,2013-05-28,7.3,617,7.937
2231,114150,Pitch Perfect,2012-09-28,7.3,6104,21.455
2232,413279,Team Thor,2016-08-28,7.3,479,9.537
2233,21032,Balto,1995-12-22,7.3,1849,14.487
2234,440596,Kiss and Cry,2017-02-10,7.3,395,10.791
2235,44264,True Grit,2010-12-22,7.3,4791,19.46
2236,3121,Nashville,1975-06-11,7.3,329,8.89
2237,259761,Lights Out,2013-12-30,7.3,324,5.693
2238,121875,In the House,2012-09-26,7.3,738,11.527
2239,19067,The Duellists,1977-08-31,7.3,446,8.905
2240,9587,Little Women,1994-12-21,7.3,1097,10.635
2241,228194,The Hundred-Foot Journey,2014-08-06,7.3,1294,14.501
2242,140607,Star Wars: The Force Awakens,2015-12-15,7.3,18081,48.436
2243,20993,Brother 2,2000-05-11,7.3,229,7.688
2244,837,Videodrome,1983-02-04,7.3,1877,13.417
2245,24748,Hud,1963-05-28,7.3,253,12.58
2246,9609,Of Mice and Men,1992-09-16,7.3,539,12.522
2247,73624,The Man from the Future,2011-09-02,7.3,325,7.834
2248,15600,Missing,1982-02-12,7.3,321,6.775
2249,3176,Battle Royale,2000-12-16,7.3,2983,18.065
2250,1433,The Devil's Backbone,2001-04-20,7.3,1060,13.352
2251,45612,Source Code,2011-03-30,7.3,7515,30.904
2252,14447,A Matter of Loaf and Death,2008-12-03,7.3,424,12.471
2253,922,Dead Man,1995-12-23,7.3,1358,10.918
2254,850,A Christmas Story,1983-11-18,7.3,1091,10.336
2255,87,Indiana Jones and the Temple of Doom,1984-05-23,7.3,8136,46.976
2256,49538,X-Men: First Class,2011-06-01,7.3,11768,1.902
2257,10112,The Aristocats,1970-12-24,7.3,4556,41.039
2258,1265,Bridge to Terabithia,2007-02-15,7.3,4271,26.744
2259,318781,Colonia,2015-06-24,7.3,1775,11.729
2260,57212,War Horse,2011-12-25,7.3,3091,18.398
2261,27094,Lenny,1974-11-10,7.3,217,7.797
2262,12140,Ghost in the Shell 2: Innocence,2004-03-06,7.3,732,15.877
2263,8337,They Live,1988-11-23,7.3,2589,13.366
2264,787428,Two Distant Strangers,2020-11-20,7.3,345,9.699
2265,14675,The Awful Truth,1937-10-20,7.3,246,6.717
2266,11368,Blood Simple,1984-09-07,7.3,1181,10.164
2267,10938,Beautiful Thing,1996-06-21,7.3,256,6.454
2268,807196,Boiling Point,2021-07-05,7.3,354,14.574
2269,11713,Fist of Fury,1972-03-22,7.3,788,19.22
2270,446696,Life Itself,2018-09-21,7.3,473,11.349
2271,286192,Lava,2014-10-10,7.3,980,9.503
2272,58857,13 Assassins,2010-09-09,7.3,970,19.731
2273,53457,Sarah's Key,2010-09-16,7.3,637,13.173
2274,11101,Stalingrad,1993-01-20,7.3,471,17.155
2275,1802,La Ceremonie,1995-08-30,7.3,266,7.865
2276,1491,The Illusionist,2006-08-18,7.3,4415,17.155
2277,69735,Batman: Year One,2011-09-27,7.3,821,11.749
2278,11072,Blazing Saddles,1974-02-07,7.3,1607,15.943
2279,10440,Manhattan Murder Mystery,1993-05-02,7.3,932,9.397
2280,948713,The Last Kingdom: Seven Kings Must Die,2023-04-14,7.3,417,322.96
2281,259693,The Conjuring 2,2016-06-08,7.3,7541,55.759
2282,152780,The Past,2013-05-17,7.3,488,10.088
2283,80184,The Hidden Face,2011-09-16,7.3,909,24.26
2284,33954,The Hawks and the Sparrows,1966-05-04,7.3,287,6.84
2285,5548,RoboCop,1987-07-17,7.3,4415,29.229
2286,75624,Naruto Shippuden the Movie: Blood Prison,2011-07-30,7.3,506,47.896
2287,61791,Rise of the Planet of the Apes,2011-08-03,7.3,10605,33.666
2288,3019,Dr. Jekyll and Mr. Hyde,1931-12-24,7.3,234,10.581
2289,632617,C'mon C'mon,2021-11-19,7.3,520,15.805
2290,12554,Citizen X,1995-02-25,7.3,253,8.467
2291,11886,Robin Hood,1973-11-08,7.3,3948,27.601
2292,11305,Mystery Train,1989-09-06,7.3,369,9.797
2293,1010823,Magnum Opus,2022-07-18,7.3,208,37.132
2294,20246,The Stranger,1946-07-02,7.3,497,8.034
2295,7340,Carrie,1976-10-31,7.3,3299,25.616
2296,537681,Giant Little Ones,2019-01-03,7.3,223,7.595
2297,9603,Clueless,1995-07-19,7.3,3893,30.955
2298,9090,"To Wong Foo, Thanks for Everything! Julie Newmar",1995-09-07,7.3,559,15.402
2299,6145,Fracture,2007-04-19,7.3,3525,19.373
2300,297,Meet Joe Black,1998-11-12,7.3,4454,36.357
2301,842675,The Wandering Earth II,2023-01-22,7.3,262,535.374
2302,651881,Bye Bye Morons,2020-10-21,7.3,716,8.732
2303,17687,The Public Enemy,1931-04-23,7.3,285,11.1
2304,934433,Scream VI,2023-03-08,7.3,1341,498.137
2305,453278,The Rider,2018-03-28,7.3,438,8.259
2306,93289,Now Where Did the Seventh Company Get to?,1973-05-24,7.3,299,6.832
2307,16769,Coal Miner's Daughter,1980-03-07,7.3,210,10.7
2308,1672,The Professional,1981-10-21,7.3,446,7.399
2309,392982,Marshall,2017-10-13,7.3,547,7.85
2310,17814,Assault on Precinct 13,1976-11-05,7.3,904,8.679
2311,13933,One Man Band,2005-06-21,7.3,495,9.674
2312,861,Total Recall,1990-06-01,7.3,5109,24.032
2313,830,Forbidden Planet,1956-03-23,7.3,788,10.92
2314,512895,Lady and the Tramp,2019-11-12,7.3,1416,17.598
2315,424488,Megan Leavey,2017-06-09,7.3,689,14.214
2316,223706,Boy & the World,2014-01-17,7.3,200,6.307
2317,99861,Avengers: Age of Ultron,2015-04-22,7.3,21372,78.397
2318,75629,Evangelion: 3.0 You Can (Not) Redo,2012-11-17,7.3,691,25.544
2319,53486,The Family Friend,2006-10-01,7.3,263,5.667
2320,26842,The Message,1976-03-09,7.3,297,10.099
2321,10722,The Day of the Beast,1995-10-20,7.3,463,11.167
2322,1594,A Shot in the Dark,1964-06-23,7.3,450,10.123
2323,941,Lethal Weapon,1987-03-06,7.3,4049,32.598
2324,64956,Inception: The Cobol Job,2010-12-07,7.3,289,7.21
2325,11663,The Commitments,1991-08-14,7.3,469,8.514
2326,9550,House of Flying Daggers,2004-05-19,7.3,1413,15.607
2327,1725,West Side Story,1961-12-13,7.3,1654,12.756
2328,449674,Louis C.K. 2017,2017-04-04,7.3,227,5.298
2329,127864,Blancanieves,2012-09-28,7.3,212,7.045
2330,9833,The Phantom of the Opera,2004-12-08,7.3,1437,20.76
2331,9325,The Jungle Book,1967-10-18,7.3,5699,58.279
2332,177,The Fisher King,1991-09-20,7.3,1166,10.627
2333,330457,Frozen II,2019-11-20,7.3,8884,88.674
2334,59037,Toxic Love,1983-09-01,7.3,213,4.108
2335,813,Airplane!,1980-07-02,7.3,3956,28.578
2336,532321,Re:ZERO -Starting Life in Another World- Memory Snow,2018-10-06,7.3,257,17.554
2337,10299,"Hush... Hush, Sweet Charlotte",1964-12-15,7.3,212,8.554
2338,9474,My Name Is Nobody,1973-12-13,7.3,813,12.494
2339,2525,The Bible: In the Beginning...,1966-09-28,7.3,208,17.647
2340,435577,The 12th Man,2017-12-25,7.3,455,14.579
2341,68734,Argo,2012-10-11,7.3,7612,22.521
2342,34433,Dragon Ball Z: Broly – The Legendary Super Saiyan,1993-03-06,7.3,757,65.509
2343,11832,Babette's Feast,1987-08-11,7.3,326,7.983
2344,552,Bread and Tulips,2000-03-03,7.3,244,7.151
2345,12900,Conspiracy,2001-05-19,7.3,334,10.411
2346,43920,Dog Pound,2010-04-24,7.3,341,12.332
2347,11197,Evil,2003-09-16,7.3,283,13.626
2348,10795,Tell No One,2006-11-01,7.3,1239,9.051
2349,19666,Lagaan: Once Upon a Time in India,2001-06-15,7.3,481,10.749
2350,1850,Man on the Moon,1999-12-22,7.3,1545,9.521
2351,1830,Lord of War,2005-09-16,7.3,4148,26.578
2352,557,Spider-Man,2002-05-01,7.3,17196,159.221
2353,360737,Center of My World,2016-11-10,7.3,219,6.763
2354,300671,13 Hours: The Secret Soldiers of Benghazi,2016-01-14,7.3,3132,31.782
2355,19913,(500) Days of Summer,2009-07-17,7.3,9144,31.444
2356,3543,Bagdad Cafe,1987-11-12,7.3,323,8.614
2357,766,Army of Darkness,1992-10-31,7.3,2739,28.048
2358,985939,Fall,2022-08-11,7.3,2923,199.935
2359,663870,Riders of Justice,2020-11-19,7.3,625,16.081
2360,493922,Hereditary,2018-06-07,7.3,6638,48.27
2361,467909,In the Heights,2021-06-10,7.3,588,11.662
2362,778730,Crazy About Her,2021-02-26,7.3,417,10.198
2363,487491,"Fala Sério, Mãe!",2017-12-28,7.3,218,4.645
2364,391713,Lady Bird,2017-09-01,7.3,7641,24.514
2365,41201,The Illusionist,2010-02-16,7.3,511,9.077
2366,16136,Juice,1992-01-17,7.3,342,10.725
2367,13597,Labyrinth,1986-06-27,7.3,2109,20.784
2368,10139,Milk,2008-11-05,7.3,1978,9.794
2369,19597,The Hedgehog,2009-07-01,7.3,351,7.583
2370,10360,Hunger,2008-05-15,7.3,1007,8.748
2371,1888,The Fortune Cookie,1966-10-19,7.3,264,7.86
2372,408537,The Distinguished Citizen,2016-09-08,7.3,225,5.703
2373,245168,Suffragette,2015-10-16,7.3,1505,10.425
2374,19908,Zombieland,2009-10-07,7.3,11231,34.532
2375,785539,Resort to Love,2021-07-29,7.3,369,13.706
2376,518896,Warriors of Future,2022-08-05,7.3,307,62.722
2377,20367,Detour,1945-11-30,7.3,301,9.499
2378,18183,Like Water for Chocolate,1992-04-16,7.3,405,11.972
2379,765245,Swan Song,2021-12-17,7.3,401,13.251
2380,502425,Escape from Pretoria,2020-03-06,7.3,1103,15.934
2381,375315,The Salesman,2016-06-24,7.3,770,7.099
2382,258230,A Monster Calls,2016-10-07,7.3,3060,26.213
2383,509,Notting Hill,1999-05-21,7.3,5428,22.623
2384,616251,The Broken Hearts Gallery,2020-09-11,7.3,278,15.054
2385,5590,Donkey Skin,1970-12-20,7.3,437,11.418
2386,451,Leaving Las Vegas,1995-10-27,7.3,1230,18.534
2387,185008,Yeh Jawaani Hai Deewani,2013-05-31,7.3,215,9.965
2388,152603,Only Lovers Left Alive,2013-12-12,7.3,1963,10.989
2389,44018,Vagabond,1985-12-04,7.3,241,7.227
2390,809140,Father Stu,2022-04-13,7.3,432,24.908
2391,428836,Ophelia,2019-06-28,7.3,483,10.707
2392,323677,Race,2016-02-19,7.3,1423,11.822
2393,317557,Queen of Katwe,2016-09-23,7.3,378,8.576
2394,16085,Funny Girl,1968-09-19,7.3,352,10.229
2395,14003,Fullmetal Alchemist the Movie: Conqueror of Shamballa,2005-07-21,7.3,285,15.117
2396,8424,Love Me If You Dare,2003-09-17,7.3,1665,8.579
2397,1598,Cape Fear,1991-11-13,7.3,2981,19.666
2398,785663,Old Henry,2021-10-01,7.3,353,11.278
2399,15152,"OSS 117: Cairo, Nest of Spies",2006-04-19,7.3,1534,10.469
2400,10421,War of the Buttons,1962-04-18,7.3,240,8.487
2401,1262,Stranger Than Fiction,2006-09-09,7.3,2019,11.105
2402,677179,Creed III,2023-03-01,7.3,1531,673.841
2403,518671,Shéhérazade,2018-09-05,7.3,226,7.894
2404,16227,Dark Passage,1947-09-05,7.3,286,7.367
2405,11450,Quiz Show,1994-08-25,7.3,782,9.587
2406,250480,The Many Adventures of Winnie the Pooh,1977-03-11,7.3,886,20.119
2407,60308,Moneyball,2011-09-23,7.3,4491,22.397
2408,11537,Snake in the Eagle's Shadow,1978-03-01,7.3,266,14.201
2409,10009,Brother Bear,2003-10-23,7.3,4901,42.626
2410,475946,Blade Runner: Black Out 2022,2017-09-26,7.3,326,11.945
2411,18947,The Boat That Rocked,2009-04-01,7.3,1913,13.951
2412,8923,Green Street Hooligans,2005-09-09,7.3,2099,13.563
2413,1367,Rocky II,1979-06-15,7.3,3843,30.321
2414,362045,Bajirao Mastani,2015-12-18,7.3,246,19.636
2415,209274,Ida,2013-10-25,7.3,878,9.746
2416,51497,Fast Five,2011-04-20,7.3,7380,15.908
2417,17159,Eddie Murphy Raw,1987-11-25,7.3,293,7.984
2418,12614,Victor/Victoria,1982-04-25,7.3,364,9.288
2419,2759,"The Adventures of Priscilla, Queen of the Desert",1994-05-31,7.3,676,9.56
2420,1818,Shoot the Piano Player,1960-11-25,7.3,342,8.009
2421,591274,Fear Street: 1978,2021-07-08,7.3,1597,26.835
2422,298115,Dragons: Dawn of the Dragon Racers,2014-11-01,7.3,296,13.236
2423,8374,The Boondock Saints,1999-01-22,7.3,2117,14.422
2424,50646,"Crazy, Stupid, Love.",2011-07-29,7.3,7533,58.622
2425,17111,Shutter,2004-09-09,7.3,1035,19.663
2426,11929,Dolores Claiborne,1995-03-24,7.3,644,18.203
2427,8393,The Gods Must Be Crazy,1980-09-10,7.3,989,23.446
2428,560050,Over the Moon,2020-10-16,7.3,1171,24.75
2429,21641,The Damned United,2009-03-27,7.3,554,9.021
2430,20982,Naruto Shippuden the Movie,2007-08-04,7.3,693,77.181
2431,12162,The Hurt Locker,2008-10-10,7.3,5059,15.541
2432,220289,Coherence,2013-09-19,7.3,2487,35.525
2433,14202,The Painted Veil,2006-12-09,7.3,1031,10.932
2434,10501,The Road to El Dorado,2000-03-31,7.3,3418,32.183
2435,417678,"Everything, Everything",2017-05-18,7.2,3554,14.63
2436,297270,Tinker Bell and the Legend of the NeverBeast,2014-12-12,7.2,913,52.769
2437,112949,Safe Haven,2013-02-07,7.2,2156,16.597
2438,40180,Fear Over the City,1975-04-09,7.2,223,8.297
2439,15774,Swades,2004-12-17,7.2,273,9.807
2440,10397,Angela's Ashes,1999-12-25,7.2,262,9.533
2441,211387,Marvel One-Shot: Agent Carter,2013-09-03,7.2,658,13.257
2442,129112,Wadjda,2012-08-31,7.2,436,9.004
